441,Motor vehicle and parts dealers,56920,55856,60953,61823,61617,61478,62510,62551,63136,64805,65498,65244,742391
442,Furniture and home furnishings stores,7011,7123,7235,7121,7117,7072,7094,7130,7108,7039,7104,7062,85216
443,Electronics and appliance stores,8232,8482,8122,8289,8366,8492,8361,8329,8383,8265,8114,8285,99720
444,Building mat. and garden equip. and supplies dealers,20566,20448,21883,23518,21742,21544,21499,21268,21336,22040,21964,22099,259907
445,Food and beverage stores,47877,48705,48274,48205,48202,47914,47919,48258,48631,48575,49136,49157,580853
446,Health and personal care stores,21144,21199,21363,21492,21378,21683,21755,21841,21933,22105,22180,22312,260385
447,Gasoline stations,37358,36950,37160,37182,36537,35809,35731,36189,37319,38519,39272,41279,449305
448,Clothing and clothing access. stores,17346,17362,17880,17728,17612,17532,17552,17672,17670,17984,18510,18212,213060
451,"Sporting goods, hobby, musical instrument, and book stores",6555,6404,6494,6445,6460,6504,6495,6532,6462,6533,6671,6584,78139
722,Food services and drinking places,37660,38267,38339,38658,38659,38877,39033,39402,39385,39479,39710,39508,466977
