441,Motor vehicle and parts dealers,88050,86646,90091,90759,91620,91594,91574,92241,92696,92334,92913,92561,1093079
442,Furniture and home furnishings stores,8619,8424,8668,8788,8965,8796,8949,8977,8976,9036,9045,9188,106431
443,Electronics and appliance stores,8876,8737,8543,8630,8694,8848,8659,8652,8685,8612,8453,8470,103859
444,Building mat. and garden equip. and supplies dealers,27098,26106,27110,27335,27381,27188,27944,28021,27855,28021,28322,28880,331261
445,Food and beverage stores,56911,56975,56967,56862,56943,57209,57369,57410,57254,57018,57450,57311,685679
446,Health and personal care stores,25818,25617,26190,25832,25830,25984,26283,26440,26780,26578,26701,26985,315038
447,Gasoline stations,35811,37026,37522,36959,38339,38866,39299,38079,35913,35460,35019,34829,443122
448,Clothing and clothing access. stores,20934,21195,21304,21356,21520,21299,21474,21481,21353,21119,21302,21405,255742
451,"Sporting goods, hobby, musical instrument, and book stores",6934,6967,7063,7071,7111,7101,7152,7189,7225,7129,7254,7401,85597
722,Food services and drinking places,50698,50547,50932,51614,51688,51732,52098,52442,52386,52730,52985,53855,623707
