441,Motor vehicle and parts dealers,99973,98816,99306,99932,100473,100470,100876,99443,99856,101219,102032,102467,1204863
442,Furniture and home furnishings stores,9698,9698,9740,9951,9773,9781,9778,9704,9741,9674,9652,9569,116759
443,Electronics and appliance stores,8469,8563,8488,8608,8531,8575,8473,8490,8361,8397,8317,8209,101481
444,Building mat. and garden equip. and supplies dealers,30677,31275,30920,30937,31543,31958,31978,31600,31655,32067,31414,31552,377576
445,Food and beverage stores,62028,62203,62413,62760,62867,62813,63217,63028,63294,63565,63601,63431,755220
446,Health and personal care stores,28320,28003,28213,28413,28939,28501,28857,28955,28925,29221,29389,28295,344031
447,Gasoline stations,41731,42065,41624,41559,42470,42919,43095,43571,43156,45208,43364,40726,511488
448,Clothing and clothing access. stores,21923,22369,21882,22295,23048,22683,23021,22444,22512,22804,22858,22635,270474
451,"Sporting goods, hobby, musical instrument, and book stores",6824,7067,7118,6967,6966,6689,6533,6438,6406,6410,6382,6177,79977
722,Food services and drinking places,59755,60058,60481,59895,61390,62184,62777,63377,62107,62338,61941,61876,738179
