441,Motor vehicle and parts dealers,47224,45902,46681,47056,47718,49652,48832,49748,49188,49271,49863,50163,581298
442,Furniture and home furnishings stores,5265,5081,5130,5181,5216,5217,5318,5304,5407,5429,5516,5445,63509
443,Electronics and appliance stores,5892,5827,5849,5733,5956,6000,5965,6159,6141,6212,6263,6281,72278
444,Building mat. and garden equip. and supplies dealers,13738,13613,13587,13415,13370,13548,13645,13683,13837,13932,14092,14683,165143
445,Food and beverage stores,32625,32399,32415,32312,32540,32597,32466,32547,32625,32578,32744,32903,390751
446,Health and personal care stores,8306,8304,8304,8450,8424,8482,8431,8488,8611,8584,8691,8761,101836
447,Gasoline stations,14915,14963,14921,15021,15215,15333,15249,15227,15194,15007,14981,15246,181272
448,Clothing and clothing access. stores,10939,10582,10850,10796,10976,10948,10824,10813,11198,10882,11269,11124,131201
451,"Sporting goods, hobby, musical instrument, and book stores",4436,4298,4347,4345,4380,4421,4429,4462,4441,4414,4532,4505,53010
722,Food services and drinking places,19160,18911,19234,19346,19450,19419,19489,19715,19640,19611,19609,19625,233209
