441,Motor vehicle and parts dealers,55790,54188,53100,53557,54089,56611,57748,62263,53534,56469,57355,57079,671783
442,Furniture and home furnishings stores,7363,7285,7041,7067,7087,7092,7039,6991,6981,6915,6991,7024,84876
443,Electronics and appliance stores,8884,8844,8099,8049,8026,8039,7965,8000,7965,7920,8208,8068,98067
444,Building mat. and garden equip. and supplies dealers,22758,22498,22149,22092,22310,22332,21883,21474,21363,20661,20931,20849,261300
445,Food and beverage stores,47639,46928,46912,47133,47219,47350,47330,47309,47559,47603,47689,48134,568805
446,Health and personal care stores,20753,20906,20908,21059,21121,21055,21027,21070,21231,21278,21288,21195,252891
447,Gasoline stations,28818,29860,28825,28747,30488,33375,33066,34658,34800,34885,36573,37182,391277
448,Clothing and clothing access. stores,17159,17401,16510,16900,17038,16817,17015,17233,17172,17296,17105,17127,204773
451,"Sporting goods, hobby, musical instrument, and book stores",6661,6535,6360,6514,6453,6473,6455,6628,6484,6408,6307,6523,77801
722,Food services and drinking places,38256,37945,37447,37738,37755,37714,37715,37645,37474,37500,37700,37659,452548
