441,Motor vehicle and parts dealers,33478,33817,33336,33776,34357,34781,35199,34585,35890,35972,35928,36272,417391
442,Furniture and home furnishings stores,4254,4342,4330,4359,4331,4401,4368,4372,4345,4299,4368,4428,52197
443,Electronics and appliance stores,3874,3904,3916,3958,3981,3992,4081,4048,4098,4186,4118,4248,48404
444,Building mat. and garden equip. and supplies dealers,10845,10904,10986,10738,10777,10790,10785,10915,10980,10971,10873,11082,130646
445,Food and beverage stores,30437,30382,30526,30602,30718,30761,30963,31041,30942,31148,30992,31057,369569
446,Health and personal care stores,7421,7425,7443,7516,7458,7417,7292,7508,7420,7535,7497,7526,89458
447,Gasoline stations,12803,12601,12639,12710,12870,12886,12966,13092,13246,13304,13358,13475,155950
448,Clothing and clothing access. stores,9716,9712,9669,9862,9755,9915,9957,10141,10154,10174,10076,10318,119449
451,"Sporting goods, hobby, musical instrument, and book stores",3385,3516,3482,3535,3512,3549,3586,3512,3566,3607,3626,3800,42676
722,Food services and drinking places,17170,16990,16916,16677,16602,16277,16496,16733,16812,17104,17420,17491,202688
