441,Motor vehicle and parts dealers,69673,66535,68628,69580,69660,70325,71049,72919,71184,69817,71738,70103,841211
442,Furniture and home furnishings stores,7824,7501,7854,7895,8062,8084,8115,8156,8214,8244,8358,8312,96619
443,Electronics and appliance stores,7439,7354,7364,7440,7563,7650,7731,7914,7909,7984,8030,8127,92505
444,Building mat. and garden equip. and supplies dealers,21270,20041,21326,21139,21328,22003,22372,22489,22630,22869,22864,22748,263079
445,Food and beverage stores,39412,39285,39318,39441,39019,39480,39808,39833,39878,39776,39631,39809,474690
446,Health and personal care stores,15441,15534,15677,15705,15791,15934,16182,16345,16339,16434,16500,16648,192530
447,Gasoline stations,23073,23885,23968,22581,21810,21777,22196,23073,23214,22714,23472,23994,275757
448,Clothing and clothing access. stores,14565,14142,14465,14434,14651,14894,15141,15089,15175,15067,15338,15456,178417
451,"Sporting goods, hobby, musical instrument, and book stores",5794,5576,5660,5709,5748,5908,5808,6132,5954,5841,6011,6013,70154
722,Food services and drinking places,28018,27979,28505,28403,29048,29230,29395,29844,29503,30045,30229,29795,349994
