441,Motor vehicle and parts dealers,67665,68168,66570,68251,65062,67354,69944,72204,68066,67553,67931,69794,818562
442,Furniture and home furnishings stores,7847,7932,7936,7874,7959,7831,7741,7837,7832,7789,7963,7927,94468
443,Electronics and appliance stores,7604,7643,7690,7616,7678,7656,7543,7520,7511,7522,7545,7660,91188
444,Building mat. and garden equip. and supplies dealers,20359,20515,20370,21274,20874,20725,20674,20683,20732,20603,20969,20415,248193
445,Food and beverage stores,38833,38885,38913,38568,38713,38723,38834,38647,38599,38693,38886,39072,465366
446,Health and personal care stores,14525,14747,14745,14940,14903,14947,15004,15120,15288,15298,15348,15293,180158
447,Gasoline stations,19130,19068,19813,20856,20930,20733,21438,21182,21272,21659,22009,22464,250554
448,Clothing and clothing access. stores,14220,14357,14436,14410,14220,14366,14200,14338,13966,14625,14456,14714,172308
451,"Sporting goods, hobby, musical instrument, and book stores",5775,5711,5717,5799,5731,5670,5666,5689,5852,5839,5985,5809,69243
722,Food services and drinking places,27201,27384,27203,27500,27378,27586,27616,27607,27784,27623,27916,28017,330815
