441,Motor vehicle and parts dealers,71646,72589,72775,72871,73572,72581,73004,73859,75275,74807,75763,76859,885601
442,Furniture and home furnishings stores,7637,7627,7587,7510,7645,7552,7650,7600,7614,7416,7641,7959,91438
443,Electronics and appliance stores,8513,8529,8698,8559,8704,8668,8750,8656,8619,8350,8660,8800,103506
444,Building mat. and garden equip. and supplies dealers,23618,23573,24570,23390,22748,22571,22697,23075,23696,23820,24108,24130,281996
445,Food and beverage stores,51540,51662,52112,52299,52284,52212,52276,52295,52506,52860,52750,52593,627389
446,Health and personal care stores,22857,23022,22967,23021,22883,22471,22770,22763,22608,22482,22684,22940,273468
447,Gasoline stations,45702,47171,47448,46913,45808,43811,43484,46434,46966,48212,46822,45787,554558
448,Clothing and clothing access. stores,19615,20148,20035,19519,19679,19874,19741,19939,20093,19935,20020,20168,238766
451,"Sporting goods, hobby, musical instrument, and book stores",6625,6748,6902,6859,6877,6797,6798,6692,6677,6695,6681,6790,81141
722,Food services and drinking places,42766,42995,42942,43365,43313,43584,43676,43755,44085,43796,44567,44494,523338
