441,Motor vehicle and parts dealers,72083,73773,74147,73649,73225,79639,81605,73787,70627,67853,73211,73332,886931
442,Furniture and home furnishings stores,8856,8908,8840,8994,8963,9093,9084,9193,9244,9315,9319,9260,109069
443,Electronics and appliance stores,8555,8765,8784,8820,8775,8828,8877,8868,8955,9047,8965,8889,106128
444,Building mat. and garden equip. and supplies dealers,26126,25797,26219,26520,26510,26569,26538,26814,27111,27664,27674,27324,320866
445,Food and beverage stores,41691,41757,41800,42283,42081,42363,42184,42542,42845,42842,42823,43191,508402
446,Health and personal care stores,17116,17292,17245,17350,17413,17392,17635,17548,17707,17742,17859,18005,210304
447,Gasoline stations,28375,29015,29498,30009,29140,29889,30976,33399,36116,35911,33185,33154,378667
448,Clothing and clothing access. stores,16125,16674,16293,16636,16514,16824,16450,16759,16450,17120,17142,17207,200194
451,"Sporting goods, hobby, musical instrument, and book stores",6192,6269,6137,6318,6232,6135,6239,6274,6155,6377,6287,6462,75077
722,Food services and drinking places,32000,32469,32273,32823,32746,33009,33056,33261,33283,33618,34022,33932,396492
