441,Motor vehicle and parts dealers,98355,97421,95311,96510,96852,97717,97695,95872,100247,101069,100071,99812,1176932
442,Furniture and home furnishings stores,9386,9395,9443,9360,9404,9458,9417,9471,9473,9658,9747,9688,113900
443,Electronics and appliance stores,8222,8145,8358,8423,8306,8248,8164,8173,8275,8327,8437,8417,99495
444,Building mat. and garden equip. and supplies dealers,30124,30305,30107,30470,30023,29997,30188,30286,31302,30835,31160,31254,366051
445,Food and beverage stores,59130,59402,59841,60057,60257,60104,60232,60592,61207,61465,61705,62339,726331
446,Health and personal care stores,26978,27221,27446,27593,27652,27897,27864,28108,28166,28339,28257,28205,333726
447,Gasoline stations,38098,38230,37865,37581,36163,35442,35459,36556,38703,38907,40242,41161,454407
448,Clothing and clothing access. stores,21672,21225,21437,21475,21304,21499,21453,21596,21611,21650,21901,21682,258505
451,"Sporting goods, hobby, musical instrument, and book stores",7276,7085,7026,7080,6992,7029,6890,6945,7020,7070,7170,7005,84588
722,Food services and drinking places,57377,57396,57279,57396,57453,57374,57464,57648,58127,58408,59063,59274,694259
