441,Motor vehicle and parts dealers,77647,78801,77922,78227,79398,81090,81458,81154,79638,81123,81678,80982,959118
442,Furniture and home furnishings stores,7906,7850,7851,7806,7741,7956,7937,7982,8049,8132,8217,7899,95326
443,Electronics and appliance stores,8828,8904,8674,8741,8746,8760,8708,8710,8654,8771,8651,8608,104755
444,Building mat. and garden equip. and supplies dealers,24402,24824,24800,24964,25449,24969,25572,25533,25519,25155,25112,25261,301560
445,Food and beverage stores,52646,53203,53071,52682,53195,53155,53553,53665,53741,53867,53945,54524,641247
446,Health and personal care stores,23230,23093,23146,23065,23201,23196,23464,23506,23914,23933,23990,24000,281738
447,Gasoline stations,45970,48895,47392,45918,45341,45441,45706,45216,45290,44547,44267,46125,550108
448,Clothing and clothing access. stores,20415,20281,20283,20487,20356,20325,20550,20280,20284,20759,20216,20559,244795
451,"Sporting goods, hobby, musical instrument, and book stores",7037,7024,6900,6812,6866,6916,6940,6777,6880,6871,6895,6871,82789
722,Food services and drinking places,45187,44861,45042,44711,44842,44680,44987,45089,45377,45924,46689,46357,543746
